AREA,PERIMETER,TYPE,GCM_CODE,GEOC_SRC,GEOC_DATE,UTME,UTMN,UTM_ZONE,MAPLABEL,DESCRIPTN,UNIT_NAME,TERRANE,ERA,SUBDIV,AREA_CALC
2367140.18546999991,14269.73246710000,BG,AB,MGS,"20101215","590117","5312813","15",Aag,"Mafic to ultramafic hypabyssal intrusive complexes; gabbro, anorthosite",Newton Lake Formation,Wawa subprovince,Neoarchean,Superior Province,"2368583"
2373774.10789000010,19595.88233860000,BG,AB,MGS,"20101215","610644","5313918","15",Aqp,Porphyritic quartofeldspathic dike,porphyry intrusion,massive to weakly foliated,Neoarchean,Superior Province,"2374960"
395285.89062500000,9548.67291581000,BG,AB,MGS,"20101215","724952","5312265","15",Mmd,"Diabase, gabbro, ferromonzodiorite sills, dikes",diabase to gabbro intrusion,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"395105"
6213736.73259000015,9046.40493502000,BG,AB,MGS,"20101215","252175","5312627","15",Ami,"Mafic plug-like intrusion; typically magnetic",,,Neoarchean or Paleoproterozoic,,"6209320"
1345262.41061999998,12908.15461540000,BG,AB,MGS,"20101215","584358","5311853","15",Aqa,Amphibolitic schist and gneiss,,Quetico subprovince,Neoarchean,Superior Province,"1346135"
21529746.47659999877,30386.03671030000,BG,AB,MGS,"20101215","454583","5312374","15",Agd,Granodioritic intrusion,,massive to weakly foliated,Neoarchean,Superior Province,"21545896"
73582556.17900000513,59336.58091030000,BG,AB,MGS,"20101215","442024","5310225","15",Agd,Granodioritic intrusion,Island Lake batholith,massive to weakly foliated,Neoarchean,Superior Province,"73633687"
7148071.60886000004,36095.49743680000,BG,AB,MGS,"20101215","591137","5310909","15",Auv,Ultramafic to mafic volcanic and hypabyssal intrusive rocks,Newton Lake Formation,Wawa subprovince,Neoarchean,Superior Province,"7152417"
2698379.98066999996,5919.60081623000,BG,AB,MGS,"20101215","558695","5312782","15",Asd,"Syenitic, monzodioritic, or dioritic pluton",,massive to weakly foliated,Neoarchean,Superior Province,"2700315"
99516199.15590000153,88231.90934519999,BG,AB,MGS,"20101215","432351","5307735","15",Agt,"Tonalite, diorite and granodiorite",,foliated to gneissic,Neoarchean,Superior Province,"99594441"
28125523.33500000089,31990.85273990000,BG,AB,MGS,"20101215","375063","5311454","15",Agp,"Gabbro, pyroxenite, peridotite, lamprophyre intrusion",,massive to weakly foliated,Neoarchean,Superior Province,"28136427"
136203182.30500000715,70678.01544550000,BG,AB,MGS,"20101215","660625","5308337","15",Mmg,Gabbroic intrusion,Brule-Hovland gabbro,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"136225083"
1303562.99432999990,7410.14805993000,BG,AB,MGS,"20101215","589403","5312813","15",Auv,Ultramafic to mafic volcanic and hypabyssal intrusive rocks,Newton Lake Formation,Wawa subprovince,Neoarchean,Superior Province,"1304358"
1053552.43528999994,11559.89617410000,BG,AB,MGS,"20101215","577036","5311875","15",Aqa,Amphibolitic schist and gneiss,,Quetico subprovince,Neoarchean,Superior Province,"1054239"
1570092.92730999994,14308.09463400000,BG,AB,MGS,"20101215","583929","5310705","15",Auv,Ultramafic to mafic volcanic and hypabyssal intrusive rocks,Newton Lake Formation,Wawa subprovince,Neoarchean,Superior Province,"1571124"
1409798.88806000003,8914.20443474000,BG,AB,MGS,"20101215","577603","5312301","15",Aqs,"Biotite schist, paragneiss, and schist-rich migmatite",schist-rich migmatite,Quetico subprovince,Neoarchean,Superior Province,"1410716"
2375205.62038000021,10176.12108260000,BG,AB,MGS,"20101215","613309","5311770","15",Akc,"Knife Lake Group volcanic conglomerate, breccia; alkalic, hornblende-bearing",Knife Lake Group,Wawa subprovince,Neoarchean,Superior Province,"2376350"
20836316.70309999958,43066.00858620000,BG,AB,MGS,"20101215","654633","5307532","15",Mfg,"Granophyre, ferromonzodiorite, leucogabbro",Wine Lake monzodiorite,Duluth Complex-Felsic series,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"20840940"
21265313.35260000080,31101.05245620000,BG,AB,MGS,"20101215","430837","5310293","15",Agd,Granodioritic intrusion,,massive to weakly foliated,Neoarchean,Superior Province,"21279519"
3390714.54430000018,6787.63151118000,BG,AB,MGS,"20101215","258634","5312224","15",Ami,"Mafic plug-like intrusion; typically magnetic",,,Neoarchean or Paleoproterozoic,,"3388584"
44060890.12359999865,48726.50775850000,BG,AB,MGS,"20101215","571542","5307949","15",Aqs,"Biotite schist, paragneiss, and schist-rich migmatite",,Quetico subprovince,Neoarchean,Superior Province,"44090429"
159446013.22299998999,160196.76006900001,BG,AB,MGS,"20101215","227588","5293587","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",,Wabigoon subprovince,Neoarchean,Superior Province,"159277227"
2376454.53990000021,7265.21819434000,BG,AB,MGS,"20101215","732708","5312359","15",Mnl,Primarily basaltic lava flows,Hovland lavas,North Shore Volcanic Group-lower sequence,Mesoproterozoic,Keweenawan Supergroup,"2375185"
1819963.28125000000,8111.55556061000,BG,AB,MGS,"20101215","656126","5312713","15",Mvu,Undifferentiated volcanic rocks and volcanic hornfels,volcanic hornfels,North Shore Volcanic Group-lower sequence,Mesoproterozoic,Keweenawan Supergroup,"1820342"
8768165.31250000000,20276.61334460000,BG,AB,MGS,"20101215","670566","5311253","15",Mnl,Primarily basaltic lava flows,NSVG lower NE sequence r.p.,North Shore Volcanic Group-lower sequence,Mesoproterozoic,Keweenawan Supergroup,"8768890"
1102861.22689999989,3870.63946129000,BG,AB,MGS,"20101215","505681","5312447","15",Ami,"Mafic plug-like intrusion; typically magnetic",,,Neoarchean or Paleoproterozoic,,"1103743"
77176247.92219999433,48248.47893090000,BG,AB,MGS,"20101215","335664","5308603","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",,Wawa subprovince,Neoarchean,Superior Province,"77185692"
1359339.53478999995,7115.14929081000,BG,AB,MGS,"20101215","575544","5311341","15",Aql,"Lac La Croix Granite; locally pegmatitic and magnetic",,Quetico subprovince,Neoarchean,Superior Province,"1360245"
1018860.95311999996,4693.44927602000,BG,AB,MGS,"20101215","650174","5312189","15",Mvu,Undifferentiated volcanic rocks and volcanic hornfels,volcanic hornfels,North Shore Volcanic Group-lower sequence,Mesoproterozoic,Keweenawan Supergroup,"1019112"
331392.53563800000,2294.85079491000,BG,AB,MGS,"20101215","578430","5312577","15",Agp,"Gabbro, pyroxenite, peridotite, lamprophyre intrusion",lamproid mafic intrusion,massive to weakly foliated,Neoarchean,Superior Province,"331607"
8610510.51628999971,35983.84812510000,BG,AB,MGS,"20101215","585765","5310297","15",Aag,"Mafic to ultramafic hypabyssal intrusive complexes; gabbro, anorthosite",Newton Lake Formation,Wawa subprovince,Neoarchean,Superior Province,"8615759"
103142667.78599999845,53047.59012540000,BG,AB,MGS,"20101215","323613","5305191","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",,Wawa subprovince,Neoarchean,Superior Province,"103148172"
3396321.06250000000,18157.96374470000,BG,AB,MGS,"20101215","655087","5309343","15",Mfg,"Granophyre, ferromonzodiorite, leucogabbro",Beth Lake granophyre,Duluth Complex-Felsic series,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"3397033"
10598574.61900000088,16536.02479560000,BG,AB,MGS,"20101215","734761","5310695","15",Mnl,Primarily basaltic lava flows,Hovland lavas,North Shore Volcanic Group-lower sequence,Mesoproterozoic,Keweenawan Supergroup,"10592672"
127665931.46699999273,121914.52037699999,BG,AB,MGS,"20101215","681461","5310827","15",Mmf,Felsic intrusion,Eagle Mountain Granophyre,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"127667338"
254738.35505000001,3059.93495756000,BG,AB,MGS,"20101215","740859","5312155","15",Mmf,Felsic intrusion,granophyre undifferentiated,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"254579"
942946.00361300004,3645.95785939000,BG,AB,MGS,"20101215","343471","5312107","15",Ami,"Mafic plug-like intrusion; typically magnetic",,,Neoarchean or Paleoproterozoic,,"943134"
32726938.19979999959,37899.03961970000,BG,AB,MGS,"20101215","470989","5309602","15",Agd,Granodioritic intrusion,Island Lake batholith,massive to weakly foliated,Neoarchean,Superior Province,"32755467"
3664432.87500000000,13798.20593170000,BG,AB,MGS,"20101215","632650","5310462","15",Mlg,Gabbro,Lake Three intrusion,Duluth Complex-Layered series,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"3665776"
102877612.58599999547,50133.39562970000,BG,AB,MGS,"20101215","370076","5306287","15",Agu,"Granitoid intrusion, undifferentiated or poorly constrained by core and outcrop",,massive to weakly foliated,Neoarchean,Superior Province,"102918427"
2048539.04686999996,7711.84602693000,BG,AB,MGS,"20101215","682622","5311903","15",Mau,"Anorthositic intrusion and inclusions, undifferentiated",Duluth  Complex anorthositic rocks,Duluth Complex-Anorthositic series,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"2048488"
57926960.74989999831,54683.37997800000,BG,AB,MGS,"20101215","701871","5308959","15",Mmf,Felsic intrusion,Pine Mountain granophyre,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"57915043"
115802231.16300000250,57543.39374680000,BG,AB,MGS,"20101215","385784","5304044","15",Avs,"Volcanic and volcaniclastic rocks; felsic to intermediate composition",,Wawa subprovince,Neoarchean,Superior Province,"115856815"
1163735.38034999999,9079.37914397000,BG,AB,MGS,"20101215","591477","5312099","15",Aag,"Mafic to ultramafic hypabyssal intrusive complexes; gabbro, anorthosite",Newton Lake Formation,Wawa subprovince,Neoarchean,Superior Province,"1164435"
457933.88433299999,3500.91646711000,BG,AB,MGS,"20101215","534627","5311656","15",Ami,"Mafic plug-like intrusion; typically magnetic",,,Neoarchean or Paleoproterozoic,,"458288"
21165658.10810000077,18593.03852080000,BG,AB,MGS,"20101215","566391","5309861","15",Aql,"Lac La Croix Granite; locally pegmatitic and magnetic",,Quetico subprovince,Neoarchean,Superior Province,"21180274"
7859777.66040000040,15205.03449930000,BG,AB,MGS,"20101215","263536","5310790","15",Avs,"Volcanic and volcaniclastic rocks; felsic to intermediate composition",,Wabigoon subprovince,Neoarchean,Superior Province,"7854545"
1128291.56250000000,4915.95880240000,BG,AB,MGS,"20101215","737185","5311684","15",Mmf,Felsic intrusion,granophyre undifferentiated,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"1127633"
1345669.64616000000,12441.63383770000,BG,AB,MGS,"20101215","583759","5309889","15",Auv,Ultramafic to mafic volcanic and hypabyssal intrusive rocks,Newton Lake Formation,Wawa subprovince,Neoarchean,Superior Province,"1346559"
9874733.91325999983,17914.90430580000,BG,AB,MGS,"20101215","581430","5310973","15",Aqt,Tonalite- to granodiorite-rich migmatite,,Quetico subprovince,Neoarchean,Superior Province,"9881050"
22249615.25649999827,24819.35173630000,BG,AB,MGS,"20101215","609694","5310360","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",Upper Ely Greenstone,Wawa subprovince,Neoarchean,Superior Province,"22261069"
1098122.49326999998,6225.24800928000,BG,AB,MGS,"20101215","449757","5311769","15",Avs,"Volcanic and volcaniclastic rocks; felsic to intermediate composition",,Wawa subprovince,Neoarchean,Superior Province,"1098927"
20453036.51979999989,30564.05982110000,BG,AB,MGS,"20101215","736808","5309122","15",Mmg,Gabbroic intrusion,,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"20441290"
1983451.57877000002,5638.42640550000,BG,AB,MGS,"20101215","598780","5311277","15",Agp,"Gabbro, pyroxenite, peridotite, lamprophyre intrusion",,massive to weakly foliated,Neoarchean,Superior Province,"1984563"
21846169.22109999880,22159.36248490000,BG,AB,MGS,"20101215","449379","5309885","15",Agt,"Tonalite, diorite and granodiorite",Island Lake batholith,foliated to gneissic,Neoarchean,Superior Province,"21862186"
762883.68750100001,7642.23716929000,BG,AB,MGS,"20101215","673088","5310910","15",Mnl,Primarily basaltic lava flows,NSVG lower NE sequence r.p.,North Shore Volcanic Group-lower sequence,Mesoproterozoic,Keweenawan Supergroup,"762931"
6616913.26661000028,26409.28346550000,BG,AB,MGS,"20101215","455483","5310704","15",Avs,"Volcanic and volcaniclastic rocks; felsic to intermediate composition",,Wawa subprovince,Neoarchean,Superior Province,"6621877"
587494.04344499996,5919.61601635000,BG,AB,MGS,"20101215","674554","5311158","15",Mnl,Primarily basaltic lava flows,NSVG lower NE sequence r.p.,North Shore Volcanic Group-lower sequence,Mesoproterozoic,Keweenawan Supergroup,"587520"
12514064.38619999960,22568.34003550000,BG,AB,MGS,"20101215","560225","5309060","15",Aql,"Lac La Croix Granite; locally pegmatitic and magnetic",,Quetico subprovince,Neoarchean,Superior Province,"12522953"
2110141.29007000010,7330.80373608000,BG,AB,MGS,"20101215","741348","5311247","15",Mnl,Primarily basaltic lava flows,,North Shore Volcanic Group-lower sequence,Mesoproterozoic,Keweenawan Supergroup,"2108791"
955132.30703300005,7289.54949659000,BG,AB,MGS,"20101215","587431","5310365","15",Auv,Ultramafic to mafic volcanic and hypabyssal intrusive rocks,Newton Lake Formation,Wawa subprovince,Neoarchean,Superior Province,"955719"
275634.45034899999,4600.21923791000,BG,AB,MGS,"20101215","532055","5311062","15",Ami,"Mafic plug-like intrusion; typically magnetic",,,Neoarchean or Paleoproterozoic,,"275848"
331657.76562700002,4297.84866945000,BG,AB,MGS,"20101215","675763","5310825","15",Mnl,Primarily basaltic lava flows,NSVG undifferentiated r.p.,North Shore Volcanic Group-lower sequence,Mesoproterozoic,Keweenawan Supergroup,"331671"
1489736.21803000011,4911.26336777000,BG,AB,MGS,"20101215","562966","5310853","15",Aqa,Amphibolitic schist and gneiss,,Quetico subprovince,Neoarchean,Superior Province,"1490793"
657784.02006600006,2921.09561148000,BG,AB,MGS,"20101215","438090","5310769","15",Ami,"Mafic plug-like intrusion; typically magnetic",,,Neoarchean or Paleoproterozoic,,"658248"
38585903.85660000145,53341.45684590000,BG,AB,MGS,"20101215","464201","5308414","15",Agt,"Tonalite, diorite and granodiorite",Island Lake batholith,foliated to gneissic,Neoarchean,Superior Province,"38614860"
2082206.56250000000,7688.71568625000,BG,AB,MGS,"20101215","650764","5310615","15",Mvu,Undifferentiated volcanic rocks and volcanic hornfels,volcanic hornfels,North Shore Volcanic Group-lower sequence,Mesoproterozoic,Keweenawan Supergroup,"2082707"
3791316.36788999988,17399.08017040000,BG,AB,MGS,"20101215","586003","5309379","15",Auv,Ultramafic to mafic volcanic and hypabyssal intrusive rocks,Newton Lake Formation,Wawa subprovince,Neoarchean,Superior Province,"3793718"
8607486.23925000057,13503.60673380000,BG,AB,MGS,"20101215","444118","5309037","15",Avs,"Volcanic and volcaniclastic rocks; felsic to intermediate composition",,Wawa subprovince,Neoarchean,Superior Province,"8613597"
2830151.21875000000,10569.73824550000,BG,AB,MGS,"20101215","653174","5308353","15",Mvu,Undifferentiated volcanic rocks and volcanic hornfels,volcanic hornfels,North Shore Volcanic Group-lower sequence,Mesoproterozoic,Keweenawan Supergroup,"2830771"
10832869.12849999964,22628.70484820000,BG,AB,MGS,"20101215","588333","5308524","15",Aks,"Knife Lake Group volcanogenic lithic sandstone, siltstone, conglomerate, slate",Knife Lake Group,Wawa subprovince,Neoarchean,Superior Province,"10839380"
390402.45299100003,3300.05608902000,BG,AB,MGS,"20101215","612683","5310697","15",Akc,"Knife Lake Group volcanic conglomerate, breccia; alkalic, hornblende-bearing",Knife Lake Group,Wawa subprovince,Neoarchean,Superior Province,"390598"
11756097.06030000001,36512.79535690000,BG,AB,MGS,"20101215","576890","5306591","15",Aag,"Mafic to ultramafic hypabyssal intrusive complexes; gabbro, anorthosite",Newton Lake Formation,Wawa subprovince,Neoarchean,Superior Province,"11763788"
39114025.39000000060,54723.19206680000,BG,AB,MGS,"20101215","505645","5309382","15",Aqs,"Biotite schist, paragneiss, and schist-rich migmatite",,Quetico subprovince,Neoarchean,Superior Province,"39142821"
1254111.68128999998,9853.74806486000,BG,AB,MGS,"20101215","743604","5310720","15",Mmg,Gabbroic intrusion,diabas,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"1253304"
1027260.46875000000,4757.95074242000,BG,AB,MGS,"20101215","666730","5310460","15",Mvu,Undifferentiated volcanic rocks and volcanic hornfels,volcanic hornfels,North Shore Volcanic Group-lower sequence,Mesoproterozoic,Keweenawan Supergroup,"1027380"
53433468.09529999644,37172.89132470000,BG,AB,MGS,"20101215","534165","5308007","15",Agt,"Tonalite, diorite and granodiorite",Wakemup Bay pluton,foliated to gneissic,Neoarchean,Superior Province,"53474875"
33287429.04580000043,56577.60222640000,BG,AB,MGS,"20101215","612742","5307953","15",Mlg,Gabbro,Lake One intrusion,Duluth Complex-Layered series,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"33303811"
18869217.26559999958,30866.84812650000,BG,AB,MGS,"20101215","683173","5309372","15",Mmg,Gabbroic intrusion,Brule-Hovland gabbro,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"18869092"
2092337.54686999996,10412.08252870000,BG,AB,MGS,"20101215","616620","5309690","15",Mvu,Undifferentiated volcanic rocks and volcanic hornfels,volcanic hornfels,North Shore Volcanic Group-lower sequence,Mesoproterozoic,Keweenawan Supergroup,"2093314"
25270417.51130000129,44871.36529950000,BG,AB,MGS,"20101215","262237","5308384","15",Ams,Schist of sedimentary protolith,,Wabigoon subprovince,Neoarchean,Superior Province,"25256333"
44072809.03739999980,62322.23238060000,BG,AB,MGS,"20101215","498183","5308680","15",Aqs,"Biotite schist, paragneiss, and schist-rich migmatite",,Quetico subprovince,Neoarchean,Superior Province,"44107393"
3259982.90601000004,14033.05352800000,BG,AB,MGS,"20101215","580759","5309491","15",Aqa,Amphibolitic schist and gneiss,,Quetico subprovince,Neoarchean,Superior Province,"3262086"
7986381.08043999970,18286.28509040000,BG,AB,MGS,"20101215","469009","5308075","15",Agd,Granodioritic intrusion,,massive to weakly foliated,Neoarchean,Superior Province,"7990427"
13995948.57929999940,35706.82520050000,BG,AB,MGS,"20101215","736939","5306976","15",Mmg,Gabbroic intrusion,diabas,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"13987787"
18279974.12299999967,49407.01403830000,BG,AB,MGS,"20101215","595446","5305943","15",Acv,Calc-alkalic volcanic and volcaniclastic rocks,Upper Ely Greenstone,Wawa subprovince,Neoarchean,Superior Province,"18290210"
1902751.83171000006,7592.75375695000,BG,AB,MGS,"20101215","576530","5308399","15",Aqt,Tonalite- to granodiorite-rich migmatite,,Quetico subprovince,Neoarchean,Superior Province,"1904031"
16687477.34369999915,36835.36314590000,BG,AB,MGS,"20101215","648600","5306976","15",Mvu,Undifferentiated volcanic rocks and volcanic hornfels,volcanic hornfels,North Shore Volcanic Group-lower sequence,Mesoproterozoic,Keweenawan Supergroup,"16691714"
47547799.44969999790,39313.09093310000,BG,AB,MGS,"20101215","316498","5301634","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",,Wawa subprovince,Neoarchean,Superior Province,"47546889"
741548.36836299999,6631.06121699000,BG,AB,MGS,"20101215","581787","5309209","15",Auv,Ultramafic to mafic volcanic and hypabyssal intrusive rocks,Newton Lake Formation,Wawa subprovince,Neoarchean,Superior Province,"742016"
10315892.65090000071,11659.91187300000,BG,AB,MGS,"20101215","492959","5307867","15",Agm,"Granite to granodiorite, variably magnetic",,massive to weakly foliated,Neoarchean,Superior Province,"10324136"
6166301.37500000000,12418.31569910000,BG,AB,MGS,"20101215","729982","5308482","15",Mnl,Primarily basaltic lava flows,Hovland lavas,North Shore Volcanic Group-lower sequence,Mesoproterozoic,Keweenawan Supergroup,"6163266"
239867365.75200000405,288368.54603400000,BG,AB,MGS,"20101215","684092","5304440","15",Mnb,"Basalt, basaltic andesite",Marr Island lavas,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"239841052"
5314.35326399000,299.00744042200,BG,AB,MGS,"20101215","740023","5309477","15",Mmg,Gabbroic intrusion,,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"5311"
69326291.46070000529,40570.63847710000,BG,AB,MGS,"20101215","488583","5304794","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",,Wawa subprovince,Neoarchean,Superior Province,"69381523"
9328093.41933999956,32284.13156820000,BG,AB,MGS,"20101215","495089","5308527","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",,Wawa subprovince,Neoarchean,Superior Province,"9335634"
84814877.72490000725,52933.29341370000,BG,AB,MGS,"20101215","407520","5306847","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",,Wawa subprovince,Neoarchean,Superior Province,"84863457"
954745.34987399995,5260.14659424000,BG,AB,MGS,"20101215","601652","5308386","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",,Wawa subprovince,Neoarchean,Superior Province,"955267"
10117005.43779999949,27219.38774470000,BG,AB,MGS,"20101215","509848","5307457","15",Asd,"Syenitic, monzodioritic, or dioritic pluton",Gheen pluton,massive to weakly foliated,Neoarchean,Superior Province,"10125075"
1570044.79958999995,5858.13533845000,BG,AB,MGS,"20101215","532253","5308205","15",Agp,"Gabbro, pyroxenite, peridotite, lamprophyre intrusion",,massive to weakly foliated,Neoarchean,Superior Province,"1571261"
300736.28125000000,2527.59398477000,BG,AB,MGS,"20101215","649635","5308616","15",Mau,"Anorthositic intrusion and inclusions, undifferentiated",Duluth  Complex anorthositic rocks,Duluth Complex-Anorthositic series,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"300811"
11479274.16220000014,12584.88132140000,BG,AB,MGS,"20101215","428447","5307170","15",Agu,"Granitoid intrusion, undifferentiated or poorly constrained by core and outcrop",,massive to weakly foliated,Neoarchean,Superior Province,"11487045"
63239550.26210000366,53180.39320520000,BG,AB,MGS,"20101215","599406","5302331","15",Agm,"Granite to granodiorite, variably magnetic",Giants Range batholith,massive to weakly foliated,Neoarchean,Superior Province,"63274278"
11799075.19529999979,22675.48135650000,BG,AB,MGS,"20101215","450906","5307905","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",,Wawa subprovince,Neoarchean,Superior Province,"11807621"
4127401.82987000002,9821.85168464000,BG,AB,MGS,"20101215","563097","5307953","15",Aql,"Lac La Croix Granite; locally pegmatitic and magnetic",,Quetico subprovince,Neoarchean,Superior Province,"4130285"
25098503.34389999881,28315.78421180000,BG,AB,MGS,"20101215","445306","5307170","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",,Wawa subprovince,Neoarchean,Superior Province,"25116768"
5615858.47116000019,13669.28310980000,BG,AB,MGS,"20101215","458430","5307679","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",,Wawa subprovince,Neoarchean,Superior Province,"5620288"
744301.32253200002,4773.13721679000,BG,AB,MGS,"20101215","582297","5308461","15",Auv,Ultramafic to mafic volcanic and hypabyssal intrusive rocks,Newton Lake Formation,Wawa subprovince,Neoarchean,Superior Province,"744773"
188601.57812500000,2916.95155372000,BG,AB,MGS,"20101215","674717","5308384","15",Mvu,Undifferentiated volcanic rocks and volcanic hornfels,volcanic hornfels,North Shore Volcanic Group-lower sequence,Mesoproterozoic,Keweenawan Supergroup,"188612"
10074345.70209999941,15560.94124670000,BG,AB,MGS,"20101215","483492","5306943","15",Agt,"Tonalite, diorite and granodiorite",,foliated to gneissic,Neoarchean,Superior Province,"10082364"
6621395.26951000001,16291.43928140000,BG,AB,MGS,"20101215","557768","5307538","15",Aql,"Lac La Croix Granite; locally pegmatitic and magnetic",,Quetico subprovince,Neoarchean,Superior Province,"6626044"
7061800.54602999985,21195.26250830000,BG,AB,MGS,"20101215","731788","5307190","15",Mnl,Primarily basaltic lava flows,Hovland lavas,North Shore Volcanic Group-lower sequence,Mesoproterozoic,Keweenawan Supergroup,"7058140"
1213825.10862000007,8127.73972213000,BG,AB,MGS,"20101215","580869","5308121","15",Auv,Ultramafic to mafic volcanic and hypabyssal intrusive rocks,Newton Lake Formation,Wawa subprovince,Neoarchean,Superior Province,"1214606"
1365487.71875000000,8113.71922731000,BG,AB,MGS,"20101215","644592","5307478","15",Mfg,"Granophyre, ferromonzodiorite, leucogabbro",Beth Lake granophyre,Duluth Complex-Felsic series,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"1365878"
3423.48611747000,217.26525340100,BG,AB,MGS,"20101215","737414","5308078","15",Mmg,Gabbroic intrusion,,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"3421"
191077.67809999999,1594.56897540000,BG,AB,MGS,"20101215","436542","5307833","15",Ami,"Mafic plug-like intrusion; typically magnetic",,,Neoarchean or Paleoproterozoic,,"191212"
3562505.03054000018,10879.50361640000,BG,AB,MGS,"20101215","552627","5307238","15",Aqs,"Biotite schist, paragneiss, and schist-rich migmatite",,Quetico subprovince,Neoarchean,Superior Province,"3565176"
1302405.90140999993,4832.89958391000,BG,AB,MGS,"20101215","600762","5307509","15",Agm,"Granite to granodiorite, variably magnetic",,massive to weakly foliated,Neoarchean,Superior Province,"1303124"
12126.94995330000,539.37262993300,BG,AB,MGS,"20101215","737145","5307925","15",Mmg,Gabbroic intrusion,,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"12120"
937133.73731500003,4894.37706262000,BG,AB,MGS,"20101215","566610","5307403","15",Aqs,"Biotite schist, paragneiss, and schist-rich migmatite",,Quetico subprovince,Neoarchean,Superior Province,"937793"
2817101.31161999982,12247.43360760000,BG,AB,MGS,"20101215","744974","5306702","15",Mmg,Gabbroic intrusion,diabas,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"2815173"
2449323.96386000002,9136.49974143000,BG,AB,MGS,"20101215","575869","5307265","15",Aqa,Amphibolitic schist and gneiss,,Quetico subprovince,Neoarchean,Superior Province,"2450942"
858267.71464100003,3721.43721810000,BG,AB,MGS,"20101215","518143","5307392","15",Asd,"Syenitic, monzodioritic, or dioritic pluton",,massive to weakly foliated,Neoarchean,Superior Province,"858949"
76105320.29919999838,33169.67973510000,BG,AB,MGS,"20101215","498843","5302895","15",Asd,"Syenitic, monzodioritic, or dioritic pluton",Linden pluton,massive to weakly foliated,Neoarchean,Superior Province,"76166019"
2711398.91277999990,11555.24683210000,BG,AB,MGS,"20101215","595953","5307149","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",Upper Ely Greenstone,Wawa subprovince,Neoarchean,Superior Province,"2712962"
291035.34375000000,3532.10711637000,BG,AB,MGS,"20101215","730647","5306880","15",Mmf,Felsic intrusion,granophyre intrusion,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"290887"
5095938.52534000017,20780.40884130000,BG,AB,MGS,"20101215","582092","5305571","15",Aks,"Knife Lake Group volcanogenic lithic sandstone, siltstone, conglomerate, slate",Knife Lake Group,Wawa subprovince,Neoarchean,Superior Province,"5099166"
11090899.92720000073,21414.90677620000,BG,AB,MGS,"20101215","575428","5304721","15",Auv,Ultramafic to mafic volcanic and hypabyssal intrusive rocks,Newton Lake Formation,Wawa subprovince,Neoarchean,Superior Province,"11098036"
